dop_log_number,project,gear_type,year,month,serial_number,date,station,region,species,time,depth,temp_surf,cond_surf,ppt_surf,temp_bottom,cond_bottom,ppt_bott,secchi,turbidity,total_body_weight,gut_contents,fork_length,total_gut_content_weight,sum_of_number_of_prey,sum_of_final_wet_weight,gut_fullness,fullness_rank,digestion_rank,acanthocyclops,acartiella,acartiella_copepodid,barnacle_nauplii,bosmina,calanoid_copepodid,ceriodaphnia,chironomid_larvae,clams,copepod_nauplii,corophium_type,crab_zoea,cumaceans,cyclopoid_copepodid,daphnia,diaphanosoma,diaptomus_copepodid,eurytemora_copepodid,eurytemora_spp,gammarus_type,harpacticoids,hyperacanthomysis_longirostris,isopods,limnoithona_juvenile,limnoithona_spp,nippoleucon_hinumensis,oithona_davisae,ostracods,other_cladocera,other_cyclopoid,other_malacostraca,other_rotifer,other_zooplankton,palaemon,pseudodiaptomus_copepodid,pseudodiaptomus_forbesi,pseudodiaptomus_marinus,pseudodiaptomus_nauplii,pseudodiaptomus_spp,sinocalanus,sinocalanus_copepodid,sinocalanus_nauplii,terrestrial_invertebrates,tortanus_copepodid,tortanus_dextrilobatus,tridentiger_spp,unid_amphipod,un_id_calanoid,un_id_cladocera,unid_copepod,un_id_cyclopoid,unid_fish,unid_mysids
196,EDSM,KDTR,2018,11,0191,2018-11-07T00:00:00Z,19-15-SM01,Suisun Marsh,delta smelt,1899-12-31T10:10:00Z,5.7,16.89999962,8411,4.65883574036386,NA,NA,NA,40.0000006,30.10000038,1.6228,Y,63,0.03106,647,0.016547724230502638,1.019702010753182,4,2,3,2,0,0,0,0,0,0,0,0,1,0,1,28,0,0,0,306,301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
197,EDSM,KDTR,2018,11,0192,2018-11-08T00:00:00Z,19-15-SM04,Suisun Marsh,delta smelt,1899-12-31T10:52:00Z,4.6,16.299999239999998,10741,6.06533083729164,NA,NA,NA,33.0000013,52.09999847,1.9175,Y,60,0.01214,347,0.0091947,0.4795149934810952,4,3,130,0,0,0,0,0,0,0,0,0,0,0,3,198,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,EDSM,KDTR,2018,11,0193,2018-11-26T00:00:00Z,19-18-SM02,Suisun Marsh,delta smelt,1899-12-31T11:03:00Z,5.6,12.600000380000001,10239,5.75979257893969,NA,NA,NA,25,51.79999924,1.7772,Y,57,0.04265,134,0.0060618999999999985,0.3410927301372946,4,3,9,0,0,0,0,0,10,0,0,0,0,0,0,2,87,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,EDSM,KDTR,2018,10,0321,2018-10-09T00:00:00Z,19-11-LSR01,Lower Sacramento,delta smelt,1899-12-31T08:28:00Z,8.8,18.700000760000002,4065,2.13147254634671,NA,NA,NA,94.9999988,16.10000038,1.3916,Y,60,0.00743,78,0.0022048753110643768,0.15844174411212825,2,3,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0
200,EDSM,KDTR,2018,10,0322,2018-10-09T00:00:00Z,19-11-LSR01,Lower Sacramento,delta smelt,1899-12-31T08:28:00Z,8.8,18.700000760000002,4065,2.13147254634671,NA,NA,NA,94.9999988,16.10000038,1.314,Y,57,0.005,122,0.0030734744541162824,0.23390216545786016,2,2,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,87,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,EDSM,KDTR,2018,10,0323,2018-10-09T00:00:00Z,19-11-LSR01,Lower Sacramento,delta smelt,1899-12-31T08:28:00Z,8.8,18.700000760000002,4065,2.13147254634671,NA,NA,NA,94.9999988,16.10000038,1.1437,Y,57,0.00938,48,0.0025313675372471015,0.2213314275812802,2,2,0,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,EDSM,KDTR,2018,10,0324,2018-10-09T00:00:00Z,19-11-LSR01,Lower Sacramento,delta smelt,1899-12-31T08:28:00Z,8.8,18.700000760000002,4065,2.13147254634671,NA,NA,NA,94.9999988,16.10000038,1.3333,Y,61,0.01742,94,0.0042041000000000005,0.31531538288457217,2,2,0,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,40,0,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,EDSM,KDTR,2018,10,0325,2018-10-29T00:00:00Z,19-14-LSR03,Lower Sacramento,delta smelt,1899-12-31T08:31:00Z,5.9,17.200000760000002,6838,3.72766594144195,NA,NA,NA,76.9999981,11.899999619999999,1.8112,Y,63,0.01225,171,0.011170972565367115,0.6167718951726544,3,2,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
204,EDSM,KDTR,2018,10,0326,2018-10-30T00:00:00Z,19-14-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:48:00Z,10.5,17,2606,1.32291072276156,NA,NA,NA,46.9999999,24.60000038,1.6134,Y,60,NA,91,0.0020057,0.12431511094582869,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,EDSM,KDTR,2018,11,0395,2018-11-29T00:00:00Z,19-18-LSR03,Lower Sacramento,delta smelt,1899-12-31T09:20:00Z,5.7,13.19999981,6312,3.42006230201772,NA,NA,NA,94.9999988,14,1.7165,Y,63,0.01661,130,0.006036767537247102,0.3516905061023654,3,3,1,7,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,23,21,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,EDSM,KDTR,2018,11,0396,2018-11-29T00:00:00Z,19-18-LSR03,Lower Sacramento,delta smelt,1899-12-31T09:34:00Z,3.8,13.19999981,6475,3.51516783124913,NA,NA,NA,81.0000002,17,1.4821,Y,60,0.01091,191,0.010748555004280753,0.7252246814844311,3,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,EDSM,KDTR,2018,10,0397,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:25:00Z,9.8,18.5,347.8999939,0.153109270682706,NA,NA,NA,34.0000004,42.40000153,1.0515,Y,53,0.00995,107,0.0018156,0.17266761768901567,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,17,18,0,0,0,0,1,0,0,0,0,0,1,0,35,0,16,4,0,0,0,0,0,0,0,2,0,0,0,0
208,EDSM,KDTR,2018,10,0398,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,1.2743,Y,56,0.00853,198,0.005679,0.4456564388291611,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,19,70,0,0,0,2,1,0,0,32,0,3,17,0,33,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0
209,EDSM,KDTR,2018,10,0399,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,0.8241,Y,48,0.00619,92,0.002731263710755436,0.33142382122987935,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,7,11,0,0,0,1,1,0,0,0,0,8,23,0,8,0,9,9,2,0,0,0,0,0,0,0,8,0,0,1
210,EDSM,KDTR,2018,10,0400,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,0.8563,Y,52,0.00644,63,0.0013388,0.15634707462337968,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,15,0,0,0,1,2,0,0,0,0,1,13,0,17,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0
211,EDSM,KDTR,2018,10,0401,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,0.9188,Y,53,0.00262,255,0.0022279999999999995,0.24249020461471482,1,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,16,161,0,0,0,0,5,0,0,1,0,0,12,0,36,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0
212,EDSM,KDTR,2018,10,0402,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,0.7855,Y,52,0.00213,164,0.0010447,0.13299809038828772,2,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,2,0,0,14,82,0,0,0,2,0,0,0,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,EDSM,KDTR,2018,10,0403,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,0.7665,Y,48,0.00401,61,0.002355814117468383,0.30734691682562076,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,1,1,0,0,0,2,3,0,16,0,17,3,1,0,0,0,0,0,0,0,1,0,0,1
214,EDSM,KDTR,2018,10,0404,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,0.9973,Y,56,0.00886,41,0.0024219,0.2428456833450316,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,5,2,0,0,0,1,14,0,3,0,3,1,0,0,0,0,0,0,3,0,2,0,0,0
215,EDSM,KDTR,2018,10,0405,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,1.1767,Y,55,0.00742,111,0.001928414117468383,0.1638832427524758,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,7,52,0,0,0,0,3,0,0,0,0,1,8,0,22,0,7,0,0,1,0,0,0,0,1,0,2,0,0,1
216,EDSM,KDTR,2018,10,0406,2018-10-17T00:00:00Z,19-12-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T12:41:00Z,11,18.10000038,337.7000122,0.148309938163665,NA,NA,NA,28.9999992,49.20000076,1.1289,Y,52,0.00473,123,0.0019808,0.17546283993267783,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,38,0,0,0,0,5,0,1,1,0,8,7,0,39,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0
217,EDSM,KDTR,2018,10,0407,2018-10-31T00:00:00Z,19-14-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T10:24:00Z,10.6,17.10000038,678,0.312729804970437,NA,NA,NA,40.0000006,32.40000153,1.2529,Y,55,0.00796,52,0.0016222,0.12947561656955864,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,21,9,0,2,0,6,0,0,0,0,0,0,0,1,0,5,0,0,0
218,EDSM,KDTR,2018,10,0408,2018-10-31T00:00:00Z,19-14-USSC01,Sac DW Ship Channel,delta smelt,1899-12-31T11:58:00Z,10.3,17.39999962,739,0.34294425907491,NA,NA,NA,50.999999,20.700000760000002,0.9254,Y,53,0.00322,8,1.056e-4,0.011411281607953318,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
219,EDSM,KDTR,2018,11,0409,2018-11-01T00:00:00Z,19-14-LSSC06,Sac DW Ship Channel,delta smelt,1899-12-31T07:51:00Z,8.5,16.89999962,580,0.264599377763647,NA,NA,NA,34.0000004,20.700000760000002,0.9412,Y,55,0.00662,52,3.3669999999999994e-4,0.035773480662983415,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,EDSM,KDTR,2018,11,0410,2018-11-01T00:00:00Z,19-14-LSSC06,Sac DW Ship Channel,delta smelt,1899-12-31T07:51:00Z,8.5,16.89999962,580,0.264599377763647,NA,NA,NA,34.0000004,20.700000760000002,0.7383,Y,48,0.0121,127,7.111999999999999e-4,0.09632940539076255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,EDSM,KDTR,2018,11,0411,2018-11-01T00:00:00Z,19-14-LSSC06,Sac DW Ship Channel,delta smelt,1899-12-31T07:51:00Z,8.5,16.89999962,580,0.264599377763647,NA,NA,NA,34.0000004,20.700000760000002,1.0881,Y,54,0.00652,3,9.747963881454424e-5,0.008958702216206621,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,EDSM,KDTR,2018,11,0412,2018-11-01T00:00:00Z,19-14-LSSC06,Sac DW Ship Channel,delta smelt,1899-12-31T07:51:00Z,8.5,16.89999962,580,0.264599377763647,NA,NA,NA,34.0000004,20.700000760000002,0.9411,Y,55,0.00477,6,1.322e-4,0.014047391350547231,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,EDSM,KDTR,2018,11,0413,2018-11-07T00:00:00Z,19-15-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T08:15:00Z,9.15,16.39999962,494,0.222833446943484,NA,NA,NA,36.0000014,26.700000760000002,0.9947,Y,55,0.00516,89,0.0027161999999999998,0.2730672564592339,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,12,0,0,9,0,6,6,0,1,0,5,0,1,0,0,0,0,0,11,0,1,1,0,0
224,EDSM,KDTR,2018,11,0414,2018-11-07T00:00:00Z,19-15-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T08:32:00Z,10.2,16.5,519,0.234925313905685,NA,NA,NA,37.0000005,31.39999962,0.861,Y,47,0.00505,82,8.141e-4,0.09455284552845529,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,3,0,0,0,0,8,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
225,EDSM,KDTR,2018,11,0416,2018-11-21T00:00:00Z,19-17-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T09:58:00Z,10.4,12.600000380000001,488,0.219937755546473,NA,NA,NA,34.9999994,40.20000076,1.1282,Y,54,0.00774,32,6.198000000000001e-4,0.054937067895763164,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,2,0,0,0,1,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
226,EDSM,KDTR,2018,9,0307,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,1.4316,Y,61,0.00503,34,0.0017626,0.1231209835149483,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,EDSM,KDTR,2018,9,0308,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,1.2815,Y,55,0.00605,187,0.003414954313604893,0.2664810233012011,3,2,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,EDSM,KDTR,2018,9,0309,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,1.2601,Y,60,0.00594,66,0.0035022282643016166,0.2779325660107623,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,6
229,EDSM,KDTR,2018,9,0310,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,1.2418,Y,57,0.0068,51,0.0022421,0.18055242390078916,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,EDSM,KDTR,2018,9,0311,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,1.2344,Y,59,0.00986,82,0.006503760373278613,0.5268762454049427,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,EDSM,KDTR,2018,9,0312,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,1.0892,Y,55,0.0074,15,6.995e-4,0.0642214469335292,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,EDSM,KDTR,2018,9,0313,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,0.9653,Y,54,0.00408,20,7.659141174683828e-4,0.07934467186039394,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,EDSM,KDTR,2018,9,0314,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:33:00Z,7.1,19.5,1493,0.728247742364674,NA,NA,NA,43.9999998,19.799999239999998,0.7457,Y,48,0.00649,123,0.0028707,0.3849671449644629,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
234,EDSM,KDTR,2018,9,0315,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:58:00Z,7.3,19.60000038,1701,0.837457475720911,NA,NA,NA,46.0000008,23.299999239999998,1.5959,Y,63,NA,22,5.184e-4,0.03248323829813898,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
235,EDSM,KDTR,2018,9,0316,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:58:00Z,7.3,19.60000038,1701,0.837457475720911,NA,NA,NA,46.0000008,23.299999239999998,1.3207,Y,55,0.00489,16,9.652141174683827e-4,0.07308352521150774,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,EDSM,KDTR,2018,9,0317,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:58:00Z,7.3,19.60000038,1701,0.837457475720911,NA,NA,NA,46.0000008,23.299999239999998,1.137,Y,56,0.00494,92,0.003793372565367116,0.3336299529786382,2,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,EDSM,KDTR,2018,9,0318,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:58:00Z,7.3,19.60000038,1701,0.837457475720911,NA,NA,NA,46.0000008,23.299999239999998,1.4888,Y,57,0.01063,175,0.007579472565367116,0.5090994468946209,2,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,1,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,EDSM,KDTR,2018,9,0319,2018-09-17T00:00:00Z,19-08-LSR02,Lower Sacramento,delta smelt,1899-12-31T09:58:00Z,7.3,19.60000038,1701,0.837457475720911,NA,NA,NA,46.0000008,23.299999239999998,1.4328,Y,57,0.00538,17,0.0011781,0.08222361809045227,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,EDSM,KDTR,2018,9,0320,2018-09-24T00:00:00Z,19-09-LSR02,Lower Sacramento,delta smelt,1899-12-31T10:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5684,Y,59,0.00817,137,0.006018437763793716,0.3837310484438738,3,2,0,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,EDSM,KDTR,2018,9,0113,2018-09-10T00:00:00Z,19-07-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:31:00Z,10.2,21.5,406.2000122,0.180723951156382,NA,NA,NA,33.0000013,32.09999847,0.7458,Y,48,0.00637,128,0.006420072565367117,0.8608303252034214,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,8,22,0,1,0,60,10,0,0,0,0,0,0,3,0,0,0,0,0
241,EDSM,KDTR,2018,9,0114,2018-09-10T00:00:00Z,19-07-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:31:00Z,10.2,21.5,406.2000122,0.180723951156382,NA,NA,NA,33.0000013,32.09999847,0.6154,Y,45,6.6e-4,72,0.00238271769610135,0.38718194606781775,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,18,16,0,1,0,11,5,0,0,0,0,0,0,1,0,0,0,0,0
242,EDSM,KDTR,2018,9,0115,2018-09-10T00:00:00Z,19-07-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:31:00Z,10.2,21.5,406.2000122,0.180723951156382,NA,NA,NA,33.0000013,32.09999847,0.3785,Y,40,0.00455,407,0.004814199999999999,1.271915455746367,3,3,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,326,0,0,0,0,2,0,0,0,0,1,12,0,12,0,21,0,0,0,0,0,0,0,20,0,4,0,0,0
243,EDSM,KDTR,2018,9,0116,2018-09-10T00:00:00Z,19-07-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:31:00Z,10.2,21.5,406.2000122,0.180723951156382,NA,NA,NA,33.0000013,32.09999847,0.4448,Y,51,0.00422,67,0.0023991725653671166,0.5393823213505208,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,0,4,6,0,0,0,0,2,0,0,0,0,5,8,0,7,0,20,1,0,0,0,0,0,0,0,1,3,0,0,0
245,EDSM,KDTR,2019,8,0296,2019-08-21T00:00:00Z,20-04-HB01,Suisun Bay,delta smelt,1899-12-31T11:55:00Z,3.6,22.5,3163,1.62836135752131,NA,NA,NA,41.9999987,34.40000153,1.2024,Y,56,0.01086,169,0.010821345304574861,0.8999788177457471,3,3,0,67,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
246,EDSM,KDTR,2019,8,0472,2019-08-16T00:00:00Z,20-03-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T09:01:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6561,N,50,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,EDSM,KDTR,2019,8,0574,2019-08-19T00:00:00Z,20-04-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T08:05:00Z,4.6,23.39999962,518,0.234440833808137,NA,NA,NA,56.9999993,20.200000760000002,0.6755,Y,51,0.0095,60,8.411e-4,0.12451517394522575,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
