FLaSHLogNumber,Project,Year,SurveyDate,Station,Species,GutContents
1193,SKT,2013,2-May-13,609,Delta Smelt,Y
1194,SKT,2013,2-May-13,609,Delta Smelt,Y
1195,SKT,2013,1-May-13,706,Delta Smelt,Y
1196,SKT,2013,1-May-13,707,Delta Smelt,Y
1197,SKT,2013,1-May-13,716,Delta Smelt,Y
1198,SKT,2013,1-May-13,716,Delta Smelt,Y
1199,STN,2013,26-Jun-13,508,Delta Smelt,N
1200,STN,2013,26-Jun-13,508,Delta Smelt,N
1201,STN,2013,12-Jun-13,519,Delta Smelt,Y
1202,STN,2013,27-Jun-13,606,Delta Smelt,Y
1203,STN,2013,27-Jun-13,606,Delta Smelt,Y
1204,STN,2013,27-Jun-13,606,Delta Smelt,Y
1205,STN,2013,27-Jun-13,606,Delta Smelt,Y
1206,STN,2013,27-Jun-13,606,Delta Smelt,Y
1207,STN,2013,27-Jun-13,606,Delta Smelt,Y
1208,STN,2013,27-Jun-13,606,Delta Smelt,N
1209,STN,2013,12-Jun-13,609,Delta Smelt,Y
1210,STN,2013,12-Jun-13,609,Delta Smelt,Y
1211,STN,2013,12-Jun-13,609,Delta Smelt,Y
1212,STN,2013,12-Jun-13,609,Delta Smelt,Y
1213,STN,2013,12-Jun-13,609,Delta Smelt,Y
1214,STN,2013,12-Jun-13,609,Delta Smelt,Y
1215,STN,2013,12-Jun-13,609,Delta Smelt,Y
1216,STN,2013,12-Jun-13,609,Delta Smelt,Y
1217,STN,2013,27-Jun-13,609,Delta Smelt,Y
1218,STN,2013,27-Jun-13,609,Delta Smelt,Y
1219,STN,2013,12-Jun-13,610,Delta Smelt,Y
1220,STN,2013,27-Jun-13,610,Delta Smelt,N
1221,STN,2013,27-Jun-13,610,Delta Smelt,Y
1222,STN,2013,10-Jun-13,704,Delta Smelt,Y
1223,STN,2013,10-Jun-13,704,Delta Smelt,Y
1224,STN,2013,10-Jun-13,704,Delta Smelt,Y
1225,STN,2013,10-Jun-13,704,Delta Smelt,N
1226,STN,2013,11-Jun-13,719,Delta Smelt,Y
1227,STN,2013,11-Jun-13,719,Delta Smelt,Y
1228,STN,2013,11-Jun-13,719,Delta Smelt,Y
1229,STN,2013,11-Jun-13,719,Delta Smelt,Y
1230,STN,2013,11-Jun-13,719,Delta Smelt,N
1231,STN,2013,11-Jun-13,719,Delta Smelt,N
1232,STN,2013,11-Jun-13,719,Delta Smelt,Y
1233,STN,2013,24-Jun-13,719,Delta Smelt,Y
1234,STN,2013,24-Jun-13,719,Delta Smelt,Y
1235,STN,2013,11-Jun-13,721,Delta Smelt,Y
1236,STN,2012,13-Jun-12,508,Delta Smelt,Y
1237,STN,2012,13-Jun-12,513,Delta Smelt,Y
1238,STN,2012,27-Jun-12,513,Delta Smelt,N
1239,SKT,2012,1-May-12,513,Delta Smelt,Y
1240,SKT,2012,1-May-12,513,Delta Smelt,Y
1241,SKT,2012,1-May-12,513,Delta Smelt,Y
1242,SKT,2012,1-May-12,519,Delta Smelt,Y
1243,SKT,2012,1-May-12,519,Delta Smelt,Y
1244,SKT,2012,1-May-12,519,Delta Smelt,Y
1245,SKT,2012,1-May-12,519,Delta Smelt,Y
1246,SKT,2012,1-May-12,519,Delta Smelt,Y
1247,SKT,2012,1-May-12,520,Delta Smelt,Y
1248,SKT,2012,1-May-12,520,Delta Smelt,Y
1249,SKT,2012,2-May-12,704,Delta Smelt,Y
1250,SKT,2012,2-May-12,704,Delta Smelt,Y
1251,SKT,2012,2-May-12,707,Delta Smelt,Y
1252,SKT,2012,2-May-12,707,Delta Smelt,Y
1253,SKT,2012,2-May-12,713,Delta Smelt,Y
1254,SKT,2012,2-May-12,715,Delta Smelt,Y
1255,SKT,2012,2-May-12,715,Delta Smelt,Y
1256,SKT,2012,2-May-12,715,Delta Smelt,Y
1257,SKT,2012,3-May-12,504,Delta Smelt,Y
1258,SKT,2012,3-May-12,504,Delta Smelt,Y
1259,SKT,2012,3-May-12,501,Delta Smelt,N
1260,SKT,2012,3-May-12,411,Delta Smelt,N
1261,SKT,2012,3-May-12,609,Delta Smelt,N
1262,STN,2012,27-Jun-12,513,Delta Smelt,Y
1263,STN,2012,27-Jun-12,513,Delta Smelt,Y
1264,STN,2012,27-Jun-12,513,Delta Smelt,Y
1265,STN,2012,27-Jun-12,513,Delta Smelt,Y
1266,STN,2012,27-Jun-12,513,Delta Smelt,Y
1267,STN,2012,27-Jun-12,513,Delta Smelt,Y
1268,STN,2012,27-Jun-12,513,Delta Smelt,N
1269,STN,2012,27-Jun-12,513,Delta Smelt,Y
1270,STN,2012,14-Jun-12,609,Delta Smelt,Y
1271,STN,2012,14-Jun-12,609,Delta Smelt,Y
1272,STN,2012,14-Jun-12,609,Delta Smelt,Y
1273,STN,2012,12-Jun-12,704,Delta Smelt,Y
1274,STN,2012,12-Jun-12,704,Delta Smelt,Y
1275,STN,2012,12-Jun-12,704,Delta Smelt,Y
1276,STN,2012,12-Jun-12,706,Delta Smelt,Y
1277,STN,2012,11-Jun-12,719,Delta Smelt,Y
1278,STN,2012,11-Jun-12,719,Delta Smelt,Y
1279,STN,2012,11-Jun-12,719,Delta Smelt,Y
1280,STN,2012,11-Jun-12,721,Delta Smelt,Y
1281,STN,2012,11-Jun-12,721,Delta Smelt,Y
1282,STN,2012,11-Jun-12,721,Delta Smelt,Y
1283,STN,2012,11-Jun-12,721,Delta Smelt,Y
1284,STN,2012,11-Jun-12,721,Delta Smelt,Y
1285,STN,2012,11-Jun-12,721,Delta Smelt,Y
1286,STN,2012,25-Jun-12,721,Delta Smelt,Y
1287,STN,2012,25-Jun-12,721,Delta Smelt,Y
1288,STN,2012,25-Jun-12,721,Delta Smelt,Y
1289,STN,2012,11-Jun-12,797,Delta Smelt,Y
1290,STN,2012,11-Jun-12,797,Delta Smelt,Y
1291,STN,2012,11-Jun-12,797,Delta Smelt,Y
1292,STN,2012,11-Jun-12,797,Delta Smelt,Y
1293,STN,2012,11-Jun-12,797,Delta Smelt,Y
1294,STN,2012,8-Aug-12,513,Delta Smelt,Y
1295,STN,2012,9-Aug-12,602,Delta Smelt,Y
1296,STN,2012,6-Aug-12,721,Delta Smelt,Y
1297,STN,2012,6-Aug-12,721,Delta Smelt,Y
1298,STN,2012,6-Aug-12,797,Delta Smelt,Y
1299,STN,2012,6-Aug-12,797,Delta Smelt,Y
1300,STN,2012,6-Aug-12,797,Delta Smelt,Y
1301,STN,2012,6-Aug-12,797,Delta Smelt,Y
1302,STN,2012,6-Aug-12,797,Delta Smelt,Y
1303,STN,2012,8-Aug-12,801,Delta Smelt,Y
1304,STN,2013,11-Jun-13,721,Delta Smelt,Y
1305,STN,2013,11-Jun-13,721,Delta Smelt,Y
1306,STN,2013,11-Jun-13,721,Delta Smelt,Y
1307,STN,2013,11-Jun-13,721,Delta Smelt,Y
1308,STN,2013,11-Jun-13,721,Delta Smelt,Y
1309,STN,2013,11-Jun-13,721,Delta Smelt,Y
1310,STN,2013,11-Jun-13,721,Delta Smelt,Y
1311,STN,2013,24-Jun-13,721,Delta Smelt,Y
1312,STN,2013,11-Jun-13,723,Delta Smelt,N
1313,STN,2013,11-Jun-13,797,Delta Smelt,Y
