DOPLogNumber,Project,GearType,Year,Month,Date,Station,Region,SerialNumber,Species,Time,Depth,TempSurf,CondSurf,PPTSurf,TempBott,CondBott,PPTBott,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus copepodid,Eurytemora copepodid,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids
0180,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0134,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,0.8486,Y,51,0.0042,13,0.0002495000,0.029401367,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0181,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0135,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,0.9829,Y,49,0.0104,155,0.0046803000,0.476172551,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,50,27,0,7,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0
0183,EDSM,KT,2018,10,04-Oct-18,19-10-LSSC01,Sac DW Ship Channel,0137,Delta Smelt,8:12,8.90,20.6,509,0.23,,,,38,21.9,0.8667,Y,49,0.0073,89,0.0019801754,0.228472986,3,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,39,3,0,1,0,0,0,0,0,0,0,0,0,16,0,14,0,0,1
0184,EDSM,KT,2018,10,04-Oct-18,19-10-LSSC01,Sac DW Ship Channel,0138,Delta Smelt,8:12,8.90,20.6,509,0.23,,,,38,21.9,0.9201,Y,52,0.0095,2,0.0008984149,0.097643177,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0185,EDSM,KT,2018,10,04-Oct-18,19-10-LSSC01,Sac DW Ship Channel,0139,Delta Smelt,8:12,8.90,20.6,509,0.23,,,,38,21.9,1.1048,Y,52,0.0051,29,0.0007891000,0.071424692,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,15,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0186,EDSM,KT,2018,10,09-Oct-18,19-11-LSSC06,Sac DW Ship Channel,0140,Delta Smelt,8:43,9.80,19.4,560,0.25,,,,19,65.2,0.8775,Y,53,0.0069,3,0.0004008754,0.045683802,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0187,EDSM,KT,2018,10,09-Oct-18,19-11-LSSC03,Sac DW Ship Channel,0141,Delta Smelt,9:51,10.10,19.4,531,0.24,,,,19,78.2,1.0004,Y,55,0.0053,27,0.0016819152,0.168124272,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1
0188,EDSM,KT,2018,10,09-Oct-18,19-11-LSSC03,Sac DW Ship Channel,0142,Delta Smelt,10:11,9.20,19.4,543,0.25,,,,19,71.0,1.1132,Y,55,0.0058,3,0.0000864000,0.007761409,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0189,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC03,Sac DW Ship Channel,0143,Delta Smelt,11:41,9.90,18.3,538,0.24,,,,37,36.2,1.0927,Y,53,,59,0.0026036129,0.238273348,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,3,4,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,1
0190,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0144,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,0.9867,Y,54,0.0048,181,0.0020765000,0.210448971,4,3,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,2,0,0,0,78,0,0,0,0,5,0,0,0,0,4,4,0,34,0,0,0,6,0,0,0,0,0,7,0,11,1,0,0
0191,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0145,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,1.1710,Y,55,0.0077,46,0.0027044000,0.230947908,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,33,0,0,0,0,0,2,0,4,0,0,0
0192,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0146,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,0.8857,Y,51,0.0040,100,0.0016757000,0.189194987,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,23,0,0,0,0,2,0,0,1,0,5,21,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0193,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0147,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,1.1771,Y,57,0.0075,146,0.0028409000,0.241347379,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,0,0,0,0,2,0,0,0,0,3,6,0,49,0,6,1,27,0,0,0,0,0,0,0,0,0,0,0
0194,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0148,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,0.7874,Y,48,0.0059,57,0.0022990000,0.291973584,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12,18,0,5,0,0,0,13,0,0,0,0,0,5,0,1,0,0,0
0195,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0149,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,0.8061,Y,51,0.0044,70,0.0023711000,0.294144647,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,13,0,0,0,0,1,0,0,0,0,1,2,0,3,0,6,1,21,0,0,0,0,0,14,0,0,0,0,0
0196,EDSM,KT,2018,11,07-Nov-18,19-15-SM01,Suisun Marsh,0191,Delta Smelt,10:10,5.70,16.9,8411,4.66,,,,40,30.1,1.6228,Y,63,0.0311,647,0.0165477242,1.019702011,4,2,3,0,2,0,0,0,0,0,0,0,1,0,1,28,0,0,0,306,301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0197,EDSM,KT,2018,11,08-Nov-18,19-15-SM04,Suisun Marsh,0192,Delta Smelt,10:52,4.60,16.3,10741,6.07,,,,33,52.1,1.9175,Y,60,0.0121,347,0.0091947000,0.479514993,4,3,130,0,0,0,0,0,0,0,0,0,0,0,3,198,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0198,EDSM,KT,2018,11,26-Nov-18,19-18-SM02,Suisun Marsh,0193,Delta Smelt,11:03,5.60,12.6,10239,5.76,,,,25,51.8,1.7772,Y,57,0.0427,134,0.0060619000,0.34109273,4,3,9,0,0,0,0,0,10,0,0,0,0,0,0,2,87,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0199,EDSM,KT,2018,10,09-Oct-18,19-11-LSR01,Lower Sacramento,0321,Delta Smelt,8:28,8.80,18.7,4065,2.13,,,,95,16.1,1.3916,Y,60,0.0074,78,0.0022048753,0.158441744,2,3,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0
0200,EDSM,KT,2018,10,09-Oct-18,19-11-LSR01,Lower Sacramento,0322,Delta Smelt,8:28,8.80,18.7,4065,2.13,,,,95,16.1,1.3140,Y,57,0.0050,122,0.0030734745,0.233902165,2,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,87,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0201,EDSM,KT,2018,10,09-Oct-18,19-11-LSR01,Lower Sacramento,0323,Delta Smelt,8:28,8.80,18.7,4065,2.13,,,,95,16.1,1.1437,Y,57,0.0094,48,0.0025313675,0.221331428,2,2,0,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0202,EDSM,KT,2018,10,09-Oct-18,19-11-LSR01,Lower Sacramento,0324,Delta Smelt,8:28,8.80,18.7,4065,2.13,,,,95,16.1,1.3333,Y,61,0.0174,94,0.0042041000,0.315315383,2,2,0,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,40,0,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0203,EDSM,KT,2018,10,29-Oct-18,19-14-LSR03,Lower Sacramento,0325,Delta Smelt,8:31,5.90,17.2,6838,3.73,,,,77,11.9,1.8112,Y,63,0.0123,171,0.0111709726,0.616771895,3,2,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0204,EDSM,KT,2018,10,30-Oct-18,19-14-LSR02,Lower Sacramento,0326,Delta Smelt,9:48,10.50,17.0,2606,1.32,,,,47,24.6,1.6134,Y,60,,91,0.0020057000,0.124315111,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0205,EDSM,KT,2018,11,29-Nov-18,19-18-LSR03,Lower Sacramento,0395,Delta Smelt,9:20,5.70,13.2,6312,3.42,,,,95,14.0,1.7165,Y,63,0.0166,130,0.0060367675,0.351690506,3,3,1,0,7,0,0,0,0,0,0,0,1,0,2,3,0,0,0,23,21,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,EDSM,KT,2018,11,29-Nov-18,19-18-LSR03,Lower Sacramento,0396,Delta Smelt,9:34,3.80,13.2,6475,3.52,,,,81,17.0,1.4821,Y,60,0.0109,191,0.0107485550,0.725224681,3,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0207,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0397,Delta Smelt,12:25,9.80,18.5,348,0.15,,,,34,42.4,1.0515,Y,53,0.0100,107,0.0018156000,0.172667618,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,17,18,0,0,0,0,1,0,0,0,0,0,1,0,35,0,4,0,16,0,0,0,0,0,0,2,0,0,0,0
0208,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0398,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,1.2743,Y,56,0.0085,198,0.0056790000,0.445656439,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,19,70,0,0,0,2,1,0,0,32,0,3,17,0,33,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0
0209,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0399,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,0.8241,Y,48,0.0062,92,0.0027312637,0.331423821,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,7,11,0,0,0,1,1,0,0,0,0,8,23,0,8,0,9,2,9,0,0,0,0,0,0,0,8,0,0,1
0210,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0400,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,0.8563,Y,52,0.0064,63,0.0013388000,0.156347075,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,15,0,0,0,1,2,0,0,0,0,1,13,0,17,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0
0211,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0401,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,0.9188,Y,53,0.0026,255,0.0022280000,0.242490205,1,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,16,161,0,0,0,0,5,0,0,1,0,0,12,0,36,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0
0212,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0402,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,0.7855,Y,52,0.0021,164,0.0010447000,0.13299809,2,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,2,0,0,14,82,0,0,0,2,0,0,0,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0213,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0403,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,0.7665,Y,48,0.0040,61,0.0023558141,0.307346917,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,1,1,0,0,0,2,3,0,16,0,3,1,17,0,0,0,0,0,0,0,1,0,0,1
0214,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0404,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,0.9973,Y,56,0.0089,41,0.0024219000,0.242845683,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,5,2,0,0,0,1,14,0,3,0,1,0,3,0,0,0,0,0,3,0,2,0,0,0
0215,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0405,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,1.1767,Y,55,0.0074,111,0.0019284141,0.163883243,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,7,52,0,0,0,0,3,0,0,0,0,1,8,0,22,0,0,0,7,1,0,0,0,0,1,0,2,0,0,1
0216,EDSM,KT,2018,10,17-Oct-18,19-12-LSSC04,Sac DW Ship Channel,0406,Delta Smelt,12:41,11.00,18.1,338,0.15,,,,29,49.2,1.1289,Y,52,0.0047,123,0.0019808000,0.17546284,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,38,0,0,0,0,5,0,1,1,0,8,7,0,39,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0
0217,EDSM,KT,2018,10,31-Oct-18,19-14-LSSC03,Sac DW Ship Channel,0407,Delta Smelt,10:24,10.60,17.1,678,0.31,,,,40,32.4,1.2529,Y,55,0.0080,52,0.0016222000,0.129475617,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,21,9,0,2,0,0,0,6,0,0,0,0,0,1,0,5,0,0,0
0218,EDSM,KT,2018,10,31-Oct-18,19-14-USSC01,Sac DW Ship Channel,0408,Delta Smelt,11:58,10.30,17.4,739,0.34,,,,51,20.7,0.9254,Y,53,0.0032,8,0.0001056000,0.011411282,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
0219,EDSM,KT,2018,11,01-Nov-18,19-14-LSSC06,Sac DW Ship Channel,0409,Delta Smelt,7:51,8.50,16.9,580,0.26,,,,34,20.7,0.9412,Y,55,0.0066,52,0.0003367000,0.035773481,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0220,EDSM,KT,2018,11,01-Nov-18,19-14-LSSC06,Sac DW Ship Channel,0410,Delta Smelt,7:51,8.50,16.9,580,0.26,,,,34,20.7,0.7383,Y,48,0.0121,127,0.0007112000,0.096329405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0221,EDSM,KT,2018,11,01-Nov-18,19-14-LSSC06,Sac DW Ship Channel,0411,Delta Smelt,7:51,8.50,16.9,580,0.26,,,,34,20.7,1.0881,Y,54,0.0065,3,0.0000974796,0.008958702,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0222,EDSM,KT,2018,11,01-Nov-18,19-14-LSSC06,Sac DW Ship Channel,0412,Delta Smelt,7:51,8.50,16.9,580,0.26,,,,34,20.7,0.9411,Y,55,0.0048,6,0.0001322000,0.014047391,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0223,EDSM,KT,2018,11,07-Nov-18,19-15-LSSC01,Sac DW Ship Channel,0413,Delta Smelt,8:15,9.15,16.4,494,0.22,,,,36,26.7,0.9947,Y,55,0.0052,89,0.0027162000,0.273067256,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,12,0,0,9,0,6,6,0,1,0,0,1,5,0,0,0,0,0,11,0,1,1,0,0
0224,EDSM,KT,2018,11,07-Nov-18,19-15-LSSC01,Sac DW Ship Channel,0414,Delta Smelt,8:32,10.20,16.5,519,0.23,,,,37,31.4,0.8610,Y,47,0.0051,82,0.0008141000,0.094552846,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,3,0,0,0,0,8,1,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0225,EDSM,KT,2018,11,21-Nov-18,19-17-LSSC02,Sac DW Ship Channel,0416,Delta Smelt,9:58,10.40,12.6,488,0.22,,,,35,40.2,1.1282,Y,54,0.0077,32,0.0006198000,0.054937068,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,2,0,0,0,1,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
0226,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0307,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,1.4316,Y,61,0.0050,34,0.0017626000,0.123120984,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0227,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0308,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,1.2815,Y,55,0.0061,187,0.0034149543,0.266481023,3,2,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0228,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0309,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,1.2601,Y,60,0.0059,66,0.0035022283,0.277932566,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,6
0229,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0310,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,1.2418,Y,57,0.0068,51,0.0022421000,0.180552424,2,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0230,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0311,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,1.2344,Y,59,0.0099,82,0.0065037604,0.526876245,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0231,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0312,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,1.0892,Y,55,0.0074,15,0.0006995000,0.064221447,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0232,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0313,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,0.9653,Y,54,0.0041,20,0.0007659141,0.079344672,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0233,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0314,Delta Smelt,9:33,7.10,19.5,1493,0.73,,,,44,19.8,0.7457,Y,48,0.0065,123,0.0028707000,0.384967145,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0234,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0315,Delta Smelt,9:58,7.30,19.6,1701,0.84,,,,46,23.3,1.5959,Y,63,,22,0.0005184000,0.032483238,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0235,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0316,Delta Smelt,9:58,7.30,19.6,1701,0.84,,,,46,23.3,1.3207,Y,55,0.0049,16,0.0009652141,0.073083525,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0236,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0317,Delta Smelt,9:58,7.30,19.6,1701,0.84,,,,46,23.3,1.1370,Y,56,0.0049,92,0.0037933726,0.333629953,2,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0237,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0318,Delta Smelt,9:58,7.30,19.6,1701,0.84,,,,46,23.3,1.4888,Y,57,0.0106,175,0.0075794726,0.509099447,2,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,1,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0238,EDSM,KT,2018,9,17-Sep-18,19-08-LSR02,Lower Sacramento,0319,Delta Smelt,9:58,7.30,19.6,1701,0.84,,,,46,23.3,1.4328,Y,57,0.0054,17,0.0011781000,0.082223618,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0239,EDSM,KT,2018,9,24-Sep-18,19-09-LSR02,Lower Sacramento,0320,Delta Smelt,10:20,,,,,,,,,,1.5684,Y,59,0.0082,137,0.0060184378,0.383731048,3,2,0,0,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
