DOPLogNumber,Project,GearType,Year,Month,Date,Station,Region,SerialNumber,Species,Time,Depth,TempSurf,CondSurf,PPTSurf,TempBott,CondBott,PPTBott,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus copepodid,Eurytemora copepodid,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids
0303,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0446,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.4870,N,40,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0304,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0447,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.6872,N,45,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0305,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0448,Delta Smelt,11:18,9.90,22.7,465,0.21,,,,56,38.2,1.0846,Y,53,,74,0.0040918874,0.377271566,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,10,14,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1
0306,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0449,Delta Smelt,11:18,9.90,22.7,465,0.21,,,,56,38.2,0.6280,Y,43,0.0032,44,0.0027793000,0.442563694,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0
0307,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0450,Delta Smelt,11:18,9.90,22.7,465,0.21,,,,56,38.2,0.6223,Y,42,0.0025,19,0.0009994000,0.160597782,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0
0308,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0451,Delta Smelt,11:18,9.90,22.7,465,0.21,,,,56,38.2,0.7188,Y,46,0.0061,89,0.0053222000,0.740428492,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
0309,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0452,Delta Smelt,11:18,9.90,22.7,465,0.21,,,,56,38.2,0.8046,Y,46,0.0060,78,0.0052625000,0.654051703,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
0310,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0453,Delta Smelt,11:34,9.80,22.6,507,0.23,,,,52,40.2,0.9023,Y,48,0.0125,108,0.0068992938,0.76463413,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,10,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0
0311,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0454,Delta Smelt,11:34,9.80,22.6,507,0.23,,,,52,40.2,0.5334,Y,41,0.0030,7,0.0003451000,0.064693311,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0312,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0455,Delta Smelt,11:34,9.80,22.6,507,0.23,,,,52,40.2,0.6829,Y,44,0.0051,62,0.0036070000,0.528188607,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,2,0,0,0,1,0,45,0,0,0,0,0,1,0,0,0,0,1
0313,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0456,Delta Smelt,11:34,9.80,22.6,507,0.23,,,,52,40.2,0.6769,Y,43,0.0086,75,0.0051429000,0.759772492,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0
0314,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC02,Sac DW Ship Channel,0459,Delta Smelt,11:34,9.80,22.6,507,0.23,,,,52,40.2,1.1494,Y,53,0.0155,145,0.0081621795,0.710125242,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,43,0,0,0,2,0,74,0,0,0,0,0,2,0,0,0,0,1
0315,EDSM,KT,2019,7,10-Jul-19,19-50-CS05,Cache Slough LI,0460,Delta Smelt,11:02,9.90,21.2,143,0.06,,,,107,13.0,0.2440,Y,35,0.0055,96,0.0052704000,2.16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0316,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0461,Delta Smelt,9:29,9.80,23.5,544,0.25,,,,35,33.4,0.8389,Y,52,0.0047,20,0.0008313611,0.099101333,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,11,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0317,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0462,Delta Smelt,9:43,10.70,23.6,507,0.23,,,,36,34.6,0.7042,Y,44,,14,0.0004451118,0.063208155,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0318,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0463,Delta Smelt,9:43,10.70,23.6,507,0.23,,,,36,34.6,0.6144,Y,45,0.0078,38,0.0015488000,0.252083333,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,11,0,1,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
0319,EDSM,KT,2019,7,25-Jul-19,19-52-LSSC02,Sac DW Ship Channel,0465,Delta Smelt,9:31,9.90,24.6,787,0.37,,,,49,18.2,0.4827,Y,41,0.0078,7,0.0003366496,0.069743027,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0320,EDSM,KT,2019,7,25-Jul-19,19-52-LSSC02,Sac DW Ship Channel,0466,Delta Smelt,9:31,9.90,24.6,787,0.37,,,,49,18.2,0.5323,Y,43,0.0037,11,0.0001119000,0.02102198,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0321,EDSM,KT,2019,7,25-Jul-19,19-52-LSSC02,Sac DW Ship Channel,0467,Delta Smelt,9:31,9.90,24.6,787,0.37,,,,49,18.2,0.4267,Y,40,0.0015,6,0.0002437000,0.057112726,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0322,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0549,Delta Smelt,9:43,10.70,23.6,507,0.23,,,,36,34.6,0.6810,Y,46,0.0036,10,0.0006667047,0.09790084,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0323,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0550,Delta Smelt,9:43,10.70,23.6,507,0.23,,,,36,34.6,0.8406,Y,51,0.0036,42,0.0013401000,0.159421842,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,0,0,0,0,0,3,1,2,0,0,0
0324,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0551,Delta Smelt,9:43,10.70,23.6,507,0.23,,,,36,34.6,0.4695,Y,41,0.0031,26,0.0007699000,0.163982961,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,9,0,0,1,0,0
0325,EDSM,KT,2019,7,24-Jul-19,19-52-LSSC03,Sac DW Ship Channel,0552,Delta Smelt,9:43,10.70,23.6,507,0.23,,,,36,34.6,0.8737,Y,51,0.0072,8,0.0003018000,0.034542749,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0326,EDSM,KT,2019,7,15-Jul-19,19-51-LSSC02,Sac DW Ship Channel,0553,Delta Smelt,10:57,9.42,24.1,845,0.40,,,,51,16.1,0.4599,Y,45,0.0054,47,0.0025570496,0.556001216,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0
0327,EDSM,KT,2019,7,09-Jul-19,19-50-LSSC05,Sac DW Ship Channel,0554,Delta Smelt,9:58,10.30,22.2,504,0.23,,,,36,39.0,0.8339,Y,50,0.0141,112,0.0073298993,0.878990208,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
0328,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC03,Sac DW Ship Channel,0555,Delta Smelt,10:07,8.20,22.1,239,0.10,,,,81,23.6,0.6919,Y,46,0.0098,197,0.0106338000,1.536898396,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0329,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC03,Sac DW Ship Channel,0556,Delta Smelt,10:07,8.20,22.1,239,0.10,,,,81,23.6,0.5249,Y,41,0.0039,65,0.0034542000,0.658068203,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
0330,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC03,Sac DW Ship Channel,0557,Delta Smelt,10:07,8.20,22.1,239,0.10,,,,81,23.6,0.8453,Y,50,0.0064,50,0.0029497000,0.348953034,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
0331,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC03,Sac DW Ship Channel,0558,Delta Smelt,10:07,8.20,22.1,239,0.10,,,,81,23.6,0.9746,Y,49,0.0089,186,0.0098872000,1.014487995,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0332,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0559,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.3854,Y,38,0.0021,4,0.0002081000,0.053995848,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0333,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0560,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.5146,Y,43,0.0014,1,0.0000137000,0.002662262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0334,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0561,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.8352,Y,48,0.0044,34,0.0032688351,0.391383507,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
0335,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0562,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.4183,Y,39,0.0022,24,0.0015175000,0.362777911,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0336,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0563,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.6644,Y,46,,7,0.0002938000,0.044220349,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0337,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0564,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.6814,Y,46,0.0050,52,0.0032287000,0.473833284,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
0338,EDSM,KT,2019,7,29-Jul-19,19-53-LSSC02,Sac DW Ship Channel,0565,Delta Smelt,10:34,9.50,24.4,694,0.32,,,,45,25.2,0.6493,Y,47,0.0060,30,0.0005169000,0.079608809,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0339,EDSM,KT,2019,7,29-Jul-19,19-53-LSSC02,Sac DW Ship Channel,0566,Delta Smelt,10:34,9.50,24.4,694,0.32,,,,45,25.2,0.6648,Y,47,0.0041,27,0.0005292000,0.079602888,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0
0340,EDSM,KT,2019,7,29-Jul-19,19-53-LSSC02,Sac DW Ship Channel,0567,Delta Smelt,10:34,9.50,24.4,694,0.32,,,,45,25.2,0.6628,Y,46,0.0074,130,0.0022699000,0.342471334,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,1,21,0,0,0,0,1,0,0,0,0,73,1,0,2,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0
0341,EDSM,KT,2019,7,29-Jul-19,19-53-LSSC01,Sac DW Ship Channel,0570,Delta Smelt,13:37,,,,,,,,,,0.8701,Y,51,0.0064,38,0.0017361000,0.19952879,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0342,EDSM,KT,2019,9,13-Sep-19,20-07-SBM01,Suisun Bay,0201,Delta Smelt,10:04,4.40,21.6,1645,0.81,,,,30,77.3,0.7282,Y,49,0.0031,36,0.0017851435,0.245144675,2,3,0,0,4,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0343,EDSM,KT,2019,9,17-Sep-19,20-08-CF01,Suisun Bay,0202,Delta Smelt,11:53,2.90,21.6,736,0.34,,,,56,32.6,0.7721,Y,49,0.0049,53,0.0020236000,0.262090403,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0344,EDSM,KT,2019,9,17-Sep-19,20-08-CF01,Suisun Bay,0203,Delta Smelt,12:22,8.80,21.6,619,0.28,,,,47,23.6,1.0327,Y,54,0.0136,645,0.0231234728,2.239127796,4,3,0,0,179,0,0,71,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,188,0,0,0,0,0,0,0,0,0,88,110,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0345,EDSM,KT,2019,10,07-Oct-19,20-11-LSR03,Lower Sacramento,0204,Delta Smelt,13:08,6.60,18.4,243,0.10,,,,86,23.8,1.2230,Y,58,,109,0.0055309000,0.452240392,3,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33,44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0346,EDSM,KT,2019,10,23-Oct-19,20-13-CF01,Suisun Bay,0205,Delta Smelt,10:07,14.20,17.1,1068,0.51,,,,66,49.3,1.1365,Y,53,0.0064,84,0.0046785000,0.411658601,3,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0
0347,EDSM,KT,2019,10,28-Oct-19,20-14-LSR01,Lower Sacramento,0206,Delta Smelt,11:44,7.00,15.3,138,0.06,,,,50,18.5,0.8687,Y,54,0.0035,72,0.0018658485,0.214786285,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,13,0,16,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0
0348,EDSM,KT,2019,10,22-Oct-19,20-13-HB01,Suisun Bay,0339,Delta Smelt,11:19,8.50,16.8,3103,1.60,,,,42,21.1,1.5017,Y,55,0.0083,106,0.0045506754,0.303034918,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
0349,EDSM,KT,2019,7,08-Jul-19,19-50-LSSC02,Sac DW Ship Channel,0340,Delta Smelt,8:26,10.60,22.3,522,0.24,,,,53,50.4,0.6733,Y,42,0.0040,35,0.0022314726,0.331423224,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
0351,EDSM,KT,2019,7,30-Jul-19,19-53-LSSC05,Sac DW Ship Channel,0342,Delta Smelt,8:31,9.70,24.0,709,0.33,,,,27,54.9,0.7622,Y,47,,110,0.0014547000,0.190855419,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,5,0,0,0,0,78,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0352,EDSM,KT,2019,9,09-Sep-19,20-07-LSSC01,Sac DW Ship Channel,0474,Delta Smelt,8:38,8.70,22.8,598,0.27,,,,47,23.0,0.2772,Y,38,0.0003,20,0.0002076000,0.074891775,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0353,EDSM,KT,2019,9,10-Sep-19,20-07-LSSC03,Sac DW Ship Channel,0475,Delta Smelt,11:25,10.20,22.4,439,0.20,,,,54,25.3,0.7455,Y,51,,35,0.0010383408,0.13928113,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,13,3,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0
0354,EDSM,KT,2019,10,29-Oct-19,20-14-LSSC05,Sac DW Ship Channel,0476,Delta Smelt,10:46,9.20,15.5,627,0.29,,,,22,69.6,0.4420,Y,43,0.0015,23,0.0006889000,0.155859729,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0
0355,EDSM,KT,2019,10,15-Oct-19,20-12-LSSC01,Sac DW Ship Channel,0577,Delta Smelt,13:22,10.10,17.9,440,0.20,,,,26,51.0,0.4325,Y,47,,9,0.0027750954,0.641640556,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0356,ELS,20mm,2019,5,14-May-19,19-42-GBSM01,Grizzly Bay/Suisun Marsh,L2400,Delta Smelt,10:41,9.17,18.4,1110,0.53,,,,26,109.0,0.0085,Y,12.3,,4,0.0000706000,0.830588235,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0357,ELS,SEIN,2019,5,07-May-19,19-41-SC02,Sac DW Ship Channel,L0544,Delta Smelt,11:14,1.00,19.6,849,0.40,,,,,30.6,0.0375,Y,20.1,,9,0.0001155000,0.308,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0358,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L1481,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.0174,Y,16.5,,3,0.0000330000,0.189655172,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0359,ELS,20mm,2019,5,07-May-19,19-41-SC03,Sac DW Ship Channel,L0230,Delta Smelt,11:48,10.36,19.3,796,0.37,,,,49,20.4,0.0012,Y,9.4,,2,0.0000032000,0.266666667,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0360,ELS,MWT,2019,4,23-Apr-19,19-39-SC01,Sac DW Ship Channel,L0493,Delta Smelt,10:04,9.51,15.4,786,0.37,,,,28,17.4,0.0133,Y,16.5,,5,0.0002446000,1.839097744,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
0361,ELS,MWT,2019,5,07-May-19,19-41-SC04,Sac DW Ship Channel,L0207,Delta Smelt,11:18,9.91,19.0,873,0.41,,,,35,60.7,0.0038,Y,12.3,,1,0.0000707000,1.860526316,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0362,ELS,20mm,2019,4,25-Apr-19,19-39-SL05,Sherman Lake,L1645,Delta Smelt,8:15,9.33,17.6,154,0.06,,,,76,8.6,0.0142,Y,15.7,,1,0.0000707000,0.497887324,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0363,ELS,20mm,2019,4,23-Apr-19,19-39-SC03,Sac DW Ship Channel,L0510,Delta Smelt,10:34,10.39,18.7,884,0.42,,,,30,128.0,0.0089,N,14.8,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
